LogMessage,LoggingStatement,LogTemplate,LogTemplate_fromLS
"17/06/09 20:10:54 INFO storage.BlockManager: Found block rdd_2_0 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:54 INFO storage.BlockManager: Found block rdd_2_4 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:54 INFO storage.BlockManager: Found block rdd_2_3 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:54 INFO storage.BlockManager: Found block rdd_2_2 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:54 INFO storage.BlockManager: Found block rdd_2_1 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 39, boot = -124, init = 163, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 38, boot = -123, init = 161, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 41, boot = -126, init = 167, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 40, boot = -127, init = 167, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 41, boot = -115, init = 155, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO executor.Executor: Finished task 3.0 in stage 10.0 (TID 438). 2087 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:54 INFO executor.Executor: Finished task 0.0 in stage 10.0 (TID 402). 2087 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:54 INFO executor.Executor: Finished task 4.0 in stage 10.0 (TID 439). 2087 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:54 INFO executor.Executor: Finished task 2.0 in stage 10.0 (TID 430). 2087 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:54 INFO executor.Executor: Finished task 1.0 in stage 10.0 (TID 416). 2087 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:54 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 450
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:10:54 INFO executor.Executor: Running task 0.0 in stage 11.0 (TID 450)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:54 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 464
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:10:54 INFO executor.Executor: Running task 1.0 in stage 11.0 (TID 464)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:54 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 475
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:10:54 INFO executor.Executor: Running task 2.0 in stage 11.0 (TID 475)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:54 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 478
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:10:54 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 20
","logInfo(s""Started reading broadcast variable $variableId"")",Started reading broadcast variable <*>,Started reading broadcast variable <*>
"17/06/09 20:10:54 INFO executor.Executor: Running task 3.0 in stage 11.0 (TID 478)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:54 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 479
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:10:54 INFO executor.Executor: Running task 4.0 in stage 11.0 (TID 479)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:54 INFO storage.MemoryStore: Block broadcast_20_piece0 stored as bytes in memory (estimated size 5.5 KB, free 416.7 KB)
","logInfo(s""Block $blockName stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:54 INFO broadcast.TorrentBroadcast: Reading broadcast variable 20 took 15 ms
","logInfo(s""Reading broadcast variable $variableId took $timeMs ms"")",Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
"17/06/09 20:10:54 INFO storage.MemoryStore: Block broadcast_20 stored as values in memory (estimated size 9.8 KB, free 411.6 KB)
","logInfo(s""Block $blockId stored as $storageLevel in memory (estimated size $size, free $free)"")","Block <*> stored as values in memory (estimated size <*>, free <*>)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:54 INFO spark.CacheManager: Partition rdd_16_0 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:10:54 INFO spark.CacheManager: Partition rdd_16_4 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:10:54 INFO spark.CacheManager: Partition rdd_16_3 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:10:54 INFO spark.CacheManager: Partition rdd_16_2 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:10:54 INFO spark.CacheManager: Partition rdd_16_1 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:10:54 INFO storage.BlockManager: Found block rdd_2_0 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:54 INFO storage.BlockManager: Found block rdd_2_4 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:54 INFO storage.BlockManager: Found block rdd_2_3 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:54 INFO storage.BlockManager: Found block rdd_2_2 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:54 INFO storage.BlockManager: Found block rdd_2_1 locally
","logInfo(s""Found block $blockId locally"")",Found block <*> locally,Found block <*> locally
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 40, boot = -95, init = 135, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 39, boot = -96, init = 135, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 42, boot = -95, init = 137, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 42, boot = -97, init = 139, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 43, boot = -85, init = 127, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO storage.MemoryStore: Block rdd_16_4 stored as bytes in memory (estimated size 263.0 B, free 386.4 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:54 INFO storage.MemoryStore: Block rdd_16_0 stored as bytes in memory (estimated size 191.0 B, free 386.6 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:54 INFO storage.MemoryStore: Block rdd_16_3 stored as bytes in memory (estimated size 232.0 B, free 386.8 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:54 INFO storage.MemoryStore: Block rdd_16_2 stored as bytes in memory (estimated size 230.0 B, free 387.0 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:54 INFO storage.MemoryStore: Block rdd_16_1 stored as bytes in memory (estimated size 351.0 B, free 387.4 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 39, boot = 22, init = 17, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 41, boot = 20, init = 21, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 40, boot = 20, init = 20, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO executor.Executor: Finished task 4.0 in stage 11.0 (TID 479). 2667 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 41, boot = 16, init = 25, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO python.PythonRunner: Times: total = 40, boot = 26, init = 14, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:54 INFO executor.Executor: Finished task 0.0 in stage 11.0 (TID 450). 2667 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
